% MoM Electric Field Results - Generated: 2025-06-01 13:19:19
% Distance(m)	Field_dB	Magnitude(V/m)	Real(V/m)	Imag(V/m)	Phase(deg)
394.215810	-35.530155	3.376298e-01	2.361639e-01	-2.412893e-01	-45.615
394.293077	-35.454084	3.406333e-01	-2.567506e-01	-2.238531e-01	-138.916
394.370344	-35.510334	3.384678e-01	-2.073411e-01	2.675259e-01	127.777
394.447611	-35.435366	3.414354e-01	2.811319e-01	1.937601e-01	34.575
394.524878	-35.487494	3.394258e-01	1.757364e-01	-2.903904e-01	-58.819
394.602145	-35.417122	3.422206e-01	-3.019548e-01	-1.610536e-01	-151.926
394.679412	-35.462744	3.404613e-01	-1.417454e-01	3.095515e-01	114.603
394.756679	-35.400148	3.429575e-01	3.189164e-01	1.261435e-01	21.581
394.833946	-35.437255	3.415291e-01	1.057941e-01	-3.247302e-01	-71.955
394.911212	-35.385096	3.436199e-01	-3.317679e-01	-8.946918e-02	-164.908
394.988479	-35.412089	3.425874e-01	-6.833597e-02	3.357027e-01	101.506
395.065746	-35.372371	3.441913e-01	3.403174e-01	5.149542e-02	8.604
395.143013	-35.388105	3.436022e-01	2.984724e-02	-3.423034e-01	-85.017
395.220280	-35.362104	3.446661e-01	-3.444318e-01	-1.270768e-02	-177.887
395.297547	-35.365929	3.445482e-01	9.178355e-03	3.444260e-01	88.474
395.374814	-35.354166	3.450490e-01	3.440381e-01	-2.639372e-02	-4.387
395.452081	-35.345960	3.454091e-01	-4.823569e-02	-3.420245e-01	-98.027
395.529348	-35.348220	3.453531e-01	-3.391234e-01	6.530006e-02	169.101
395.606615	-35.328401	3.461760e-01	8.681492e-02	3.351134e-01	75.476
395.683882	-35.343774	3.455977e-01	3.297353e-01	-1.035010e-01	-17.427
395.761149	-35.313295	3.468466e-01	-1.244083e-01	-3.237671e-01	-111.019
395.838415	-35.340256	3.458056e-01	-3.159805e-01	1.404914e-01	156.029
395.915682	-35.300563	3.474235e-01	1.605174e-01	3.081189e-01	62.482
395.992949	-35.337062	3.460006e-01	2.980240e-01	-1.757786e-01	-30.533
396.070216	-35.290035	3.479131e-01	-1.946596e-01	-2.883594e-01	-124.022
396.147483	-35.333615	3.462058e-01	-2.760865e-01	2.088892e-01	142.889
396.224750	-35.281475	3.483244e-01	2.263755e-01	2.647339e-01	49.466
396.302017	-35.329398	3.464418e-01	2.504421e-01	-2.393756e-01	-43.706
396.379284	-35.274597	3.486686e-01	-2.552348e-01	-2.375395e-01	-137.057
396.456551	-35.323990	3.467255e-01	-2.214146e-01	2.668224e-01	129.687
396.533818	-35.269084	3.489583e-01	2.808426e-01	2.071216e-01	36.409
396.611085	-35.317076	3.470695e-01	1.893736e-01	-2.908520e-01	-56.932
396.688352	-35.264594	3.492071e-01	-3.028450e-01	-1.738692e-01	-150.139
396.765618	-35.308464	3.474818e-01	-1.547303e-01	3.111305e-01	116.442
396.842885	-35.260767	3.494294e-01	3.209342e-01	1.382104e-01	23.299
396.920152	-35.298078	3.479657e-01	1.179313e-01	-3.273718e-01	-70.189
396.997419	-35.257237	3.496398e-01	-3.348527e-01	-1.006065e-01	-163.277
397.074686	-35.285950	3.485200e-01	-7.945404e-02	3.393424e-01	103.178
397.151953	-35.253635	3.498533e-01	3.443970e-01	6.154671e-02	10.132
397.229220	-35.272209	3.491400e-01	3.979998e-02	-3.468641e-01	-83.454
397.306487	-35.249599	3.500842e-01	-3.494209e-01	-2.154125e-02	-176.472
397.383754	-35.257063	3.498177e-01	5.117023e-04	3.498174e-01	89.916
397.461021	-35.244787	3.503467e-01	3.498373e-01	-1.888494e-02	-3.090
397.538288	-35.240771	3.505429e-01	-4.095089e-02	-3.481428e-01	-96.709
397.615555	-35.238880	3.506535e-01	-3.456202e-01	5.919909e-02	170.280
397.692821	-35.223631	3.513040e-01	8.098357e-02	3.418423e-01	76.672
397.770088	-35.231600	3.510161e-01	3.368048e-01	-9.886757e-02	-16.359
397.847355	-35.205948	3.520886e-01	-1.200789e-01	-3.309795e-01	-109.941
397.924622	-35.222715	3.514439e-01	-3.234876e-01	1.373629e-01	156.992
398.001889	-35.188021	3.528849e-01	1.577165e-01	3.156790e-01	63.453
398.079156	-35.212050	3.519443e-01	3.058257e-01	-1.741708e-01	-29.662
398.156423	-35.170124	3.536817e-01	-1.933930e-01	-2.961248e-01	-123.148
398.233690	-35.199496	3.525221e-01	-2.840347e-01	2.087969e-01	143.680
398.310957	-35.152495	3.544694e-01	2.266292e-01	2.725577e-01	50.257
398.388224	-35.185004	3.531796e-01	2.583868e-01	-2.407739e-01	-42.979
398.465491	-35.135327	3.552399e-01	-2.569757e-01	-2.452731e-01	-136.335
398.542758	-35.168593	3.539164e-01	-2.292069e-01	2.696684e-01	130.363
398.620024	-35.118761	3.559874e-01	2.840190e-01	2.146164e-01	37.076
398.697291	-35.150348	3.547297e-01	1.968679e-01	-2.950868e-01	-56.291
398.774558	-35.102881	3.567083e-01	-3.073870e-01	-1.809807e-01	-149.512
398.851825	-35.130427	3.556135e-01	-1.617854e-01	3.166803e-01	117.062
398.929092	-35.087692	3.574022e-01	3.267551e-01	1.448014e-01	23.901
399.006359	-35.109078	3.565580e-01	1.244120e-01	-3.341485e-01	-69.578
399.083626	-35.073101	3.580727e-01	-3.418524e-01	-1.065505e-01	-162.688
399.160893	-35.086640	3.575498e-01	-8.523302e-02	3.472423e-01	103.791
399.238160	-35.058944	3.587266e-01	3.524660e-01	6.672691e-02	10.720
399.315427	-35.063481	3.585741e-01	4.476384e-02	-3.557690e-01	-82.829
399.392694	-35.045070	3.593699e-01	-3.584390e-01	-2.584908e-02	-175.875
399.469961	-35.039898	3.596189e-01	-3.540653e-03	3.596015e-01	90.564
399.547227	-35.031399	3.600059e-01	3.596701e-01	-1.554611e-02	-2.475
399.624494	-35.016152	3.606735e-01	-3.789508e-02	-3.586772e-01	-96.031
399.701761	-35.017769	3.606414e-01	-3.561237e-01	5.690420e-02	170.922
399.779028	-34.992694	3.617191e-01	7.900089e-02	3.529866e-01	77.385
399.856295	-35.003775	3.612930e-01	3.478393e-01	-9.767521e-02	-15.685
399.933562	-34.970058	3.627334e-01	-1.192213e-01	-3.425811e-01	-109.188
400.010829	-34.989111	3.619737e-01	-3.349388e-01	1.372624e-01	157.716
400.088096	-34.947344	3.637538e-01	1.574972e-01	3.278894e-01	64.343
400.165363	-34.972527	3.627358e-01	3.180705e-01	-1.743801e-01	-28.733
400.242630	-34.925002	3.647614e-01	-1.935511e-01	-3.091744e-01	-122.048
400.319897	-34.955013	3.635385e-01	-2.971279e-01	2.094641e-01	144.818
400.397164	-34.904370	3.656997e-01	2.273107e-01	2.864719e-01	51.569
400.474430	-34.936657	3.643782e-01	2.723399e-01	-2.420794e-01	-41.633
400.551697	-34.884954	3.665891e-01	-2.583571e-01	-2.600753e-01	-134.810
400.628964	-34.917577	3.652502e-01	-2.440186e-01	2.717768e-01	131.920
400.706231	-34.867556	3.673953e-01	2.862757e-01	2.302726e-01	38.812
400.783498	-34.897377	3.661715e-01	2.124990e-01	-2.982042e-01	-54.526
400.860765	-34.851447	3.681485e-01	-3.107108e-01	-1.974643e-01	-147.563
400.938032	-34.876694	3.671155e-01	-1.781792e-01	3.209766e-01	119.035
401.015299	-34.837436	3.688142e-01	3.313234e-01	1.620146e-01	26.058
401.092566	-34.855184	3.680970e-01	1.414600e-01	-3.398300e-01	-67.400
401.169833	-34.824361	3.694413e-01	-3.478689e-01	-1.243949e-01	-160.323
401.247100	-34.833182	3.691020e-01	-1.028362e-01	3.544869e-01	106.177
401.324367	-34.813209	3.699874e-01	3.600768e-01	8.506105e-02	13.291
401.401633	-34.811450	3.700981e-01	6.274260e-02	-3.647410e-01	-80.240
401.478900	-34.802942	3.704966e-01	-3.678169e-01	-4.448007e-02	-173.105
401.556167	-34.789143	3.711216e-01	-2.170647e-02	3.704862e-01	93.353
401.633434	-34.793158	3.709859e-01	3.709720e-01	3.206661e-03	0.495
401.710701	-34.767530	3.721180e-01	-1.973407e-02	-3.715944e-01	-93.040
401.787968	-34.784643	3.714215e-01	-3.694457e-01	3.825914e-02	174.088
401.865235	-34.747155	3.730640e-01	6.109760e-02	3.680269e-01	80.574
401.942502	-34.776358	3.718477e-01	3.632661e-01	-7.942559e-02	-12.333
402.019769	-34.727267	3.739914e-01	-1.018621e-01	-3.598522e-01	-105.805
402.097036	-34.767356	3.723051e-01	-3.525224e-01	1.197457e-01	161.238
402.174303	-34.708320	3.748804e-01	1.414737e-01	3.471606e-01	67.828
402.251570	-34.758117	3.727732e-01	3.373137e-01	-1.586799e-01	-25.193
402.328836	-34.691495	3.756797e-01	-1.794194e-01	-3.300665e-01	-118.528
402.406103	-34.748984	3.732374e-01	-3.177899e-01	1.957440e-01	148.369
402.483370	-34.677086	3.763760e-01	2.152374e-01	3.087583e-01	55.119
402.560637	-34.739312	3.737253e-01	2.941857e-01	-2.304893e-01	-38.078
402.637904	-34.664586	3.769906e-01	-2.484864e-01	-2.835074e-01	-131.234
402.715171	-34.728247	3.742737e-01	-2.668078e-01	2.624775e-01	135.469
402.792438	-34.653657	3.775380e-01	2.787332e-01	2.546424e-01	42.414
402.869705	-34.715553	3.748933e-01	2.360064e-01	-2.912834e-01	-50.985
402.946972	-34.644533	3.780076e-01	-3.055683e-01	-2.225259e-01	-143.937
403.024239	-34.701610	3.755679e-01	-2.021606e-01	3.165159e-01	122.567
403.101506	-34.637709	3.783775e-01	3.286261e-01	1.875485e-01	29.714
403.178773	-34.686957	3.762744e-01	1.656790e-01	-3.378356e-01	-63.876
403.256039	-34.633484	3.786345e-01	-3.475979e-01	-1.501325e-01	-156.640
403.333306	-34.671936	3.769982e-01	-1.270031e-01	3.549618e-01	109.687
403.410573	-34.631762	3.787824e-01	3.622347e-01	1.107344e-01	16.998
403.487840	-34.656624	3.777360e-01	8.660849e-02	-3.676731e-01	-76.745
403.565107	-34.632107	3.788402e-01	-3.723464e-01	-6.984310e-02	-169.376
403.642374	-34.640972	3.784901e-01	-4.500008e-02	3.758055e-01	96.828
403.719641	-34.633925	3.788337e-01	3.777995e-01	2.797369e-02	4.235
403.796908	-34.624970	3.792609e-01	2.704555e-03	-3.792512e-01	-89.591
403.874175	-34.636630	3.787885e-01	-3.785169e-01	1.434137e-02	177.830
403.951442	-34.608759	3.800424e-01	3.973878e-02	3.779590e-01	83.998
404.028709	-34.639729	3.787261e-01	3.744787e-01	-5.656119e-02	-8.589
404.105976	-34.592651	3.808209e-01	-8.178684e-02	-3.719348e-01	-102.402
404.183242	-34.642845	3.786629e-01	-3.657228e-01	9.814506e-02	164.978
404.260509	-34.577092	3.815770e-01	1.229010e-01	3.612428e-01	71.211
404.337776	-34.645696	3.786114e-01	3.523459e-01	-1.385602e-01	-21.467
404.415043	-34.562594	3.822877e-01	-1.625543e-01	-3.460058e-01	-115.164
404.492310	-34.648054	3.785812e-01	-3.345032e-01	1.772888e-01	152.076
404.569577	-34.549675	3.829302e-01	2.002384e-01	3.264048e-01	58.472
404.646844	-34.649721	3.785811e-01	3.124076e-01	-2.138345e-01	-34.391
404.724111	-34.538799	3.834835e-01	-2.354701e-01	-3.026771e-01	-127.881
404.801378	-34.650509	3.786193e-01	-2.863269e-01	2.477287e-01	139.134
404.878645	-34.530344	3.839305e-01	2.677965e-01	2.751139e-01	45.772
404.955912	-34.650239	3.787037e-01	2.565817e-01	-2.785360e-01	-47.349
405.033179	-34.524584	3.842588e-01	-2.968014e-01	-2.440568e-01	-140.570
405.110445	-34.648750	3.788411e-01	-2.235406e-01	3.058598e-01	126.162
405.187712	-34.521682	3.844609e-01	3.221101e-01	2.098935e-01	33.089
405.264979	-34.645914	3.790374e-01	1.876158e-01	-3.293474e-01	-60.332
405.342246	-34.521688	3.845342e-01	-3.433939e-01	-1.730526e-01	-153.254
405.419513	-34.641651	3.792961e-01	-1.492581e-01	3.486940e-01	113.173
405.496780	-34.524552	3.844810e-01	3.603748e-01	1.339986e-01	20.397
405.574047	-34.635944	3.796180e-01	1.089509e-01	-3.636476e-01	-73.321
405.651314	-34.530127	3.843078e-01	-3.728290e-01	-9.322555e-02	-165.961
405.728581	-34.628846	3.800010e-01	-6.720375e-02	3.740113e-01	100.186
405.805848	-34.538180	3.840251e-01	3.805898e-01	5.125078e-02	7.669
405.883115	-34.620491	3.804395e-01	2.454604e-02	-3.796468e-01	-86.301
405.960382	-34.548406	3.836465e-01	-3.835500e-01	-8.608225e-03	-178.714
406.037648	-34.611082	3.809246e-01	1.847995e-02	3.804760e-01	87.219
406.114915	-34.560438	3.831887e-01	3.816632e-01	-3.415844e-02	-5.114
406.192182	-34.600893	3.814445e-01	-6.132608e-02	-3.764825e-01	-99.252
406.269449	-34.573857	3.826702e-01	-3.749451e-01	7.650278e-02	168.468
406.346716	-34.590253	3.819850e-01	1.034454e-01	3.677113e-01	74.288
406.423983	-34.588211	3.821113e-01	3.634732e-01	-1.178826e-01	-17.969
406.501250	-34.579534	3.825297e-01	-1.442995e-01	-3.542691e-01	-112.162
406.578517	-34.603026	3.815329e-01	-3.473858e-01	1.577671e-01	155.575
406.655784	-34.569131	3.830612e-01	1.833652e-01	3.363229e-01	61.401
406.733051	-34.617822	3.809562e-01	3.268811e-01	-1.956435e-01	-30.901
406.810318	-34.559448	3.835616e-01	-2.201415e-01	-3.140975e-01	-125.025
406.887585	-34.632132	3.804017e-01	-3.022142e-01	2.310238e-01	142.604
406.964851	-34.550879	3.840134e-01	2.541561e-01	2.878732e-01	48.560
407.042118	-34.645514	3.798884e-01	2.736944e-01	-2.634513e-01	-43.908
407.119385	-34.543792	3.844002e-01	-2.849716e-01	-2.579819e-01	-137.846
407.196652	-34.657572	3.794337e-01	-2.416815e-01	2.925064e-01	129.565
407.273919	-34.538512	3.847072e-01	3.121910e-01	2.248030e-01	35.757
407.351186	-34.667966	3.790522e-01	2.065810e-01	-3.178126e-01	-56.976
407.428453	-34.535314	3.849221e-01	-3.354627e-01	-1.887586e-01	-150.634
407.505720	-34.676428	3.787552e-01	-1.688392e-01	3.390410e-01	116.473
407.582987	-34.534407	3.850356e-01	3.544854e-01	1.503082e-01	22.978
407.660254	-34.682772	3.785507e-01	1.289375e-01	-3.559154e-01	-70.086
407.737521	-34.535929	3.850415e-01	-3.690116e-01	-1.099425e-01	-163.409
407.814788	-34.686901	3.784427e-01	-8.738602e-02	3.682154e-01	103.351
407.892054	-34.539938	3.849370e-01	3.788512e-01	6.817787e-02	10.202
407.969321	-34.688812	3.784314e-01	4.471729e-02	-3.757802e-01	-83.214
408.046588	-34.546418	3.847231e-01	-3.838738e-01	-2.554877e-02	-176.192
408.123855	-34.688591	3.785130e-01	-1.479313e-03	3.785101e-01	90.224
408.201122	-34.555279	3.844038e-01	3.840099e-01	-1.739851e-02	-2.594
408.278389	-34.686395	3.786807e-01	-4.177160e-02	-3.763698e-01	-96.333
408.355656	-34.566383	3.839857e-01	-3.792512e-01	6.011263e-02	170.993
408.432923	-34.682426	3.789258e-01	8.447935e-02	3.693886e-01	77.118
408.510190	-34.579566	3.834762e-01	3.696504e-01	-1.020421e-01	-15.432
408.587457	-34.676907	3.792386e-01	-1.260982e-01	-3.576607e-01	-109.421
408.664724	-34.594639	3.828840e-01	-3.553227e-01	1.426391e-01	158.128
408.741991	-34.670108	3.796076e-01	1.661028e-01	3.413383e-01	64.051
408.819257	-34.611306	3.822225e-01	3.364526e-01	-1.813662e-01	-28.327
408.896524	-34.662487	3.800130e-01	-2.039903e-01	-3.206210e-01	-122.466
408.973791	-34.628983	3.815178e-01	-3.132987e-01	2.177148e-01	145.204
409.051058	-34.654846	3.804196e-01	2.392693e-01	2.957520e-01	51.026
409.128325	-34.646754	3.808103e-01	2.861797e-01	-2.512323e-01	-41.279
409.205592	-34.648140	3.807856e-01	-2.714517e-01	-2.670424e-01	-135.469
409.282859	-34.663910	3.801309e-01	-2.554299e-01	2.815227e-01	132.218
409.360126	-34.642602	3.811007e-01	3.000959e-01	2.349046e-01	38.053
409.437393	-34.680890	3.794604e-01	2.213873e-01	-3.081847e-01	-54.308
409.514660	-34.637303	3.814055e-01	-3.248856e-01	-1.997987e-01	-148.409
409.591927	-34.698514	3.787630e-01	-1.844981e-01	3.307897e-01	119.151
409.669194	-34.632401	3.816931e-01	3.455610e-01	1.621025e-01	25.131
409.746460	-34.714948	3.781186e-01	1.453519e-01	-3.490652e-01	-67.393
409.823727	-34.630895	3.818316e-01	-3.617355e-01	-1.222407e-01	-161.328
409.900994	-34.727824	3.776300e-01	-1.043865e-01	3.629158e-01	106.047
409.978261	-34.632224	3.818454e-01	3.731744e-01	8.091227e-02	12.234
410.055528	-34.760614	3.762786e-01	5.486777e-02	-3.722568e-01	-81.615
410.132795	-34.672537	3.801499e-01	-3.795312e-01	-2.168102e-02	-176.730
410.210062	-34.826873	3.734906e-01	7.828903e-03	3.734086e-01	88.799
410.287329	-34.726458	3.778697e-01	3.757088e-01	-4.035315e-02	-6.130
410.364596	-34.885001	3.710705e-01	-6.963816e-02	-3.644775e-01	-100.817
410.441863	-34.786375	3.753438e-01	-3.616744e-01	1.003725e-01	164.490
410.519130	-34.943546	3.686483e-01	1.289003e-01	3.453785e-01	69.534
410.596397	-34.847014	3.728039e-01	3.380484e-01	-1.571815e-01	-24.937
410.673663	-34.994672	3.665549e-01	-1.837517e-01	-3.171716e-01	-120.086
410.750930	-34.919153	3.697911e-01	-3.052084e-01	2.087901e-01	145.624
410.828197	-35.043656	3.645632e-01	2.331525e-01	2.802610e-01	50.243
410.905464	-34.986749	3.669946e-01	2.646219e-01	-2.542839e-01	-43.859
410.982731	-35.088278	3.627645e-01	-2.752815e-01	-2.362586e-01	-139.362
411.059998	-35.067190	3.636810e-01	-2.169844e-01	2.918590e-01	126.629
411.137265	-35.133825	3.609361e-01	3.094659e-01	1.857572e-01	30.974
411.214532	-35.139272	3.607443e-01	1.639768e-01	-3.213223e-01	-62.964
411.291799	-35.170704	3.594755e-01	-3.347245e-01	-1.310807e-01	-158.614
411.369066	-35.219037	3.575149e-01	-1.072805e-01	3.410393e-01	107.462
411.446333	-35.220258	3.574987e-01	3.499638e-01	7.301147e-02	11.784
411.523600	-35.299220	3.542973e-01	4.776096e-02	-3.510633e-01	-82.253
411.600866	-35.258599	3.559921e-01	-3.557420e-01	-1.334202e-02	-177.852
411.678133	-35.364627	3.517065e-01	1.205415e-02	3.514998e-01	88.036
411.755400	-35.299812	3.543745e-01	3.514359e-01	-4.554239e-02	-7.384
411.832667	-35.439551	3.487522e-01	-7.053334e-02	-3.415452e-01	-101.668
411.909934	-35.357890	3.520801e-01	-3.367737e-01	1.026833e-01	163.043
411.987201	-35.513453	3.458634e-01	1.268254e-01	3.217714e-01	68.488
412.064468	-35.410051	3.500387e-01	3.129389e-01	-1.568323e-01	-26.618
412.141735	-35.565860	3.438484e-01	-1.791315e-01	-2.935024e-01	-121.397
412.219002	-35.453826	3.483454e-01	-2.810039e-01	2.058674e-01	143.773
412.296269	-35.610400	3.421549e-01	2.253668e-01	2.574486e-01	48.802
412.373536	-35.510170	3.461590e-01	2.414444e-01	-2.480537e-01	-45.774
412.450803	-35.664192	3.401072e-01	-2.642597e-01	-2.141022e-01	-140.986
412.528069	-35.584008	3.432942e-01	-1.949874e-01	2.825434e-01	124.610
412.605336	-35.720186	3.379861e-01	2.952266e-01	1.645474e-01	29.134
412.682603	-35.659370	3.403933e-01	1.430745e-01	-3.088645e-01	-65.145
412.759870	-35.761627	3.364414e-01	-3.177757e-01	-1.105053e-01	-160.825
412.837137	-35.722124	3.380071e-01	-8.758722e-02	3.264618e-01	105.018
412.914404	-35.783949	3.356417e-01	3.312848e-01	5.390469e-02	9.242
412.991671	-35.773327	3.360844e-01	3.041421e-02	-3.347053e-01	-84.808
413.068938	-35.797353	3.351878e-01	-3.351700e-01	3.455791e-03	179.409
413.146205	-35.823697	3.342045e-01	2.675331e-02	3.331320e-01	85.409
413.223472	-35.815549	3.345500e-01	3.291279e-01	-5.998753e-02	-10.329
413.300739	-35.882034	3.320305e-01	-8.240918e-02	-3.216411e-01	-104.371
413.378006	-35.845912	3.334459e-01	-3.132632e-01	1.142467e-01	159.963
413.455272	-35.949048	3.295413e-01	1.351497e-01	3.005528e-01	65.788
413.532539	-35.887274	3.319248e-01	2.880892e-01	-1.648597e-01	-29.780
413.609806	-36.018182	3.269908e-01	-1.836218e-01	-2.705661e-01	-124.163
413.687073	-35.933078	3.302418e-01	-2.544595e-01	2.104994e-01	140.401
413.764340	-36.079920	3.247365e-01	2.265263e-01	2.326792e-01	45.768
413.841607	-35.975826	3.286828e-01	2.134874e-01	-2.499111e-01	-49.494
413.918874	-36.126147	3.230741e-01	-2.626603e-01	-1.881129e-01	-144.390
413.996141	-36.010315	3.274424e-01	-1.664764e-01	2.819648e-01	120.558
414.073408	-36.152746	3.221474e-01	2.909742e-01	1.382496e-01	25.414
414.150675	-36.034863	3.265802e-01	1.148681e-01	-3.057122e-01	-69.407
414.227942	-36.160086	3.219363e-01	-3.106249e-01	-8.458786e-02	-164.767
414.305209	-36.050882	3.260403e-01	-6.020046e-02	3.204343e-01	100.640
414.382476	-36.151979	3.222979e-01	3.210172e-01	2.870400e-02	5.110
414.459742	-36.061575	3.257008e-01	4.072112e-03	-3.256754e-01	-89.284
414.537009	-36.134003	3.230268e-01	-3.218298e-01	2.778345e-02	175.066
414.614276	-36.070545	3.254263e-01	5.189369e-02	3.212621e-01	80.824
414.691543	-36.111942	3.239097e-01	3.130285e-01	-8.325041e-02	-14.893
414.768810	-36.080744	3.251059e-01	-1.060866e-01	-3.073101e-01	-109.045
414.846077	-36.090723	3.247634e-01	-2.948669e-01	1.361058e-01	155.223
414.923344	-36.093915	3.246748e-01	1.569487e-01	2.842197e-01	61.092
415.000611	-36.073898	3.254546e-01	2.678768e-01	-1.848317e-01	-34.605
415.077878	-36.110454	3.241184e-01	-2.030145e-01	-2.526616e-01	-128.782
415.155145	-36.063526	3.259052e-01	-2.328509e-01	2.280233e-01	135.600
415.232412	-36.129563	3.234673e-01	2.429507e-01	2.135559e-01	41.316
415.309679	-36.060301	3.260878e-01	1.908179e-01	-2.644273e-01	-54.185
415.386945	-36.149550	3.227849e-01	-2.755928e-01	-1.680437e-01	-148.627
415.464212	-36.063788	3.260186e-01	-1.430111e-01	2.929777e-01	116.018
415.541479	-36.168201	3.221534e-01	2.999792e-01	1.174533e-01	21.382
415.618746	-36.072678	3.257466e-01	9.083251e-02	-3.128263e-01	-73.809
415.696013	-36.183133	3.216608e-01	-3.153785e-01	-6.326166e-02	-168.658
415.773280	-36.085036	3.253449e-01	-3.581247e-02	3.233678e-01	96.320
415.850547	-36.192109	3.213893e-01	3.213119e-01	7.052296e-03	1.257
415.927814	-36.098511	3.249019e-01	-2.043418e-02	-3.242587e-01	-93.606
416.005081	-36.193272	3.214069e-01	-3.175676e-01	4.952986e-02	171.135
416.082348	-36.110529	3.245139e-01	7.625368e-02	3.154277e-01	76.410
416.159615	-36.185302	3.217626e-01	3.042088e-01	-1.048247e-01	-19.013
416.236882	-36.118467	3.242786e-01	-1.300001e-01	-2.970801e-01	-113.634
416.314148	-36.167472	3.224846e-01	-2.815729e-01	1.572039e-01	150.825
416.391415	-36.119813	3.242895e-01	1.800816e-01	2.696930e-01	56.268
416.468682	-36.139632	3.235809e-01	2.502636e-01	-2.051165e-01	-39.338
416.545949	-36.112315	3.246308e-01	-2.250056e-01	-2.340035e-01	-133.877
416.623216	-36.102123	3.250426e-01	-2.111351e-01	2.471328e-01	130.509
416.700483	-36.094123	3.253727e-01	2.634208e-01	1.909892e-01	35.943
416.777750	-36.055646	3.268480e-01	1.652694e-01	-2.819852e-01	-59.626
416.855017	-36.063896	3.265685e-01	-2.941560e-01	-1.418423e-01	-154.257
416.932284	-36.001119	3.289683e-01	-1.139469e-01	3.086037e-01	110.266
417.009551	-36.020888	3.282513e-01	3.162530e-01	8.793705e-02	15.539
417.086818	-35.939528	3.313716e-01	5.861139e-02	-3.261470e-01	-79.812
417.164085	-35.964979	3.304332e-01	-3.289953e-01	-3.079222e-02	-174.653
417.241351	-35.871813	3.340279e-01	-8.306047e-04	3.340269e-01	90.142
417.318618	-35.896664	3.331050e-01	3.319285e-01	-2.797076e-02	-4.817
417.395885	-35.798782	3.369117e-01	-5.774725e-02	-3.319258e-01	-99.869
